,5-10,10-20,knife,img,match,set
216,0.583917842101084,0.423031051448036,T10:E27,9,nonmatch,1
217,0.142580851301133,0.247486855438537,T10:E24,1,nonmatch,1
218,0.30095874082101,0.083111913749052,T10:E24,2,nonmatch,1
219,0.189477288649493,0.063712801839533,T10:E24,3,nonmatch,1
220,0.30456542813804,0.235172835775246,T10:E24,4,nonmatch,1
221,0.114831112958765,0.198071960467855,T10:E24,5,nonmatch,1
222,0.372846332302787,0.115192467650589,T10:E24,6,nonmatch,1
223,0.246101025784492,0.217663934340799,T10:E24,7,nonmatch,1
224,-0.128289752688523,0.149010839712471,T10:E24,8,nonmatch,1
225,0.101293896086682,0.139569701275509,T10:E24,9,nonmatch,1
226,0.021425811079904,0.20638113666216,E48:E10,1,nonmatch,1
227,-0.220783432581829,0.206396003063325,E48:E10,2,nonmatch,1
228,-0.008453189705973,0.159027865072763,E48:E10,3,nonmatch,1
229,-0.203053854148658,0.035456138395473,E48:E10,4,nonmatch,1
230,0.299913371089191,0.101928898371323,E48:E10,5,nonmatch,1
231,-0.050961613360646,0.402827165917309,E48:E10,6,nonmatch,1
232,0.019504530480346,0.331711284162271,E48:E10,7,nonmatch,1
233,0.254554210162003,0.138839150294274,E48:E10,8,nonmatch,1
234,0.092175779427333,0.224091894025969,E48:E10,9,nonmatch,1
235,-0.205593275456944,0.260185450164943,E48:T10,1,nonmatch,1
236,0.097347593934922,0.327860530703527,E48:T10,2,nonmatch,1
237,0.216806480664516,0.321818408747412,E48:T10,3,nonmatch,1
238,0.305289378434298,0.333849439928134,E48:T10,4,nonmatch,1
239,0.2114828682367,0.36797461398117,E48:T10,5,nonmatch,1
240,0.038478335440867,0.312405276067074,E48:T10,6,nonmatch,1
241,0.131533650004387,0.27039498989209,E48:T10,7,nonmatch,1
242,0.143310383321462,0.15216382738802,E48:T10,8,nonmatch,1
243,0.108649461817218,0.091769650892606,E48:T10,9,nonmatch,1
244,0.251679203655588,0.108339793497276,E48:E39,1,nonmatch,1
245,0.260657911640255,0.190575693351471,E48:E39,2,nonmatch,1
246,0.290059153739297,0.112999049809808,E48:E39,3,nonmatch,1
247,0.223944237242673,0.176079268738697,E48:E39,4,nonmatch,1
248,0.342882442821994,0.214992736484992,E48:E39,5,nonmatch,1
249,0.194553061946239,0.200551695886637,E48:E39,6,nonmatch,1
250,0.000281052490765,0.280818537326261,E48:E39,7,nonmatch,1
251,-0.217817801788952,0.154470370833849,E48:E39,8,nonmatch,1
252,-0.162891518070114,0.130214353749378,E48:E39,9,nonmatch,1
253,0.376608522031241,0.145351491948611,E48:E36,1,nonmatch,1
254,0.518286946641104,0.031093226119297,E48:E36,2,nonmatch,1
255,0.528079068776059,0.161656404631599,E48:E36,3,nonmatch,1
256,0.415602874680683,0.172045606625478,E48:E36,4,nonmatch,1
257,0.46861385594653,0.069989661008203,E48:E36,5,nonmatch,1
258,0.059270271859604,0.021209793946281,E48:E36,6,nonmatch,1
259,0.10989412774873,-0.005070694984795,E48:E36,7,nonmatch,1
260,0.275803992995149,0.035386611441018,E48:E36,8,nonmatch,1
261,0.31972962440859,0.072516139571295,E48:E36,9,nonmatch,1
262,0.353044108185041,0.2266089388839,E48:E34,1,nonmatch,1
263,0.248349709552396,0.299782429471722,E48:E34,2,nonmatch,1
264,0.281147703966606,0.321836200006426,E48:E34,3,nonmatch,1
265,0.335606592244177,0.293253815355226,E48:E34,4,nonmatch,1
266,0.06402925458876,0.281126463666271,E48:E34,5,nonmatch,1
267,0.101664348449075,0.261752464079148,E48:E34,6,nonmatch,1
268,-0.081568811181466,0.269386300975695,E48:E34,7,nonmatch,1
269,0.214315307215227,0.229103665263196,E48:E34,8,nonmatch,1
270,-0.106732943127274,0.02726049612362,E48:E34,9,nonmatch,1
271,-0.002722074167006,0.116343478250315,E48:E28,1,nonmatch,1
272,-0.335027524145821,0.161743367308153,E48:E28,2,nonmatch,1
273,-0.223378617337078,0.166398895183034,E48:E28,3,nonmatch,1
274,0.0701488433862,0.132163591652533,E48:E28,4,nonmatch,1
275,0.137863492179649,0.210151497403801,E48:E28,5,nonmatch,1
276,0.572398674188852,0.12456317425712,E48:E28,6,nonmatch,1
277,0.708718520454872,0.146291515561369,E48:E28,7,nonmatch,1
278,0.533325075519366,-0.02560926474522,E48:E28,8,nonmatch,1
279,0.116719217142754,0.207765360648932,E48:E28,9,nonmatch,1
280,0.264302778314131,0.382686818916041,E48:E27,1,nonmatch,1
281,0.542489631658808,0.298978243119878,E48:E27,2,nonmatch,1
282,0.456388742873701,0.367488944601369,E48:E27,3,nonmatch,1
283,0.294308343913218,0.378415607568061,E48:E27,4,nonmatch,1
284,0.042705227158466,0.454343361329413,E48:E27,5,nonmatch,1
285,-0.137637344987961,0.214472874281435,E48:E27,6,nonmatch,1
286,-0.025057210822047,0.061313472217426,E48:E27,7,nonmatch,1
287,-0.005290117212018,-0.0185169042944,E48:E27,8,nonmatch,1
288,-0.153922968535876,0.05844071386433,E48:E27,9,nonmatch,1
289,0.181764457505898,0.267796363523754,E48:E24,1,nonmatch,1
290,0.30152334422149,0.203645244068435,E48:E24,2,nonmatch,1
291,0.075103195966675,0.112537644832974,E48:E24,3,nonmatch,1
292,0.077189319828361,0.212688449459823,E48:E24,4,nonmatch,1
293,0.22928589817485,0.154559469860522,E48:E24,5,nonmatch,1
294,0.402883943657063,0.031893792400916,E48:E24,6,nonmatch,1
295,0.351241105762309,0.193438456481543,E48:E24,7,nonmatch,1
296,-0.039614603704069,0.055317321631677,E48:E24,8,nonmatch,1
297,0.260093114219946,0.067210561632359,E48:E24,9,nonmatch,1
298,0.500096029251862,0.142723718150908,E39:E10,1,nonmatch,1
299,0.371751364062468,0.195082670870806,E39:E10,2,nonmatch,1
300,0.149975807672373,0.215424190367387,E39:E10,3,nonmatch,1
301,-0.13022087360677,0.269741980096526,E39:E10,4,nonmatch,1
302,0.005726624717014,0.033264454968748,E39:E10,5,nonmatch,1
303,-0.076461603079965,0.015430304590997,E39:E10,6,nonmatch,1
304,0.208240797392402,0.151746850075194,E39:E10,7,nonmatch,1
305,0.205658216680849,0.03538526310106,E39:E10,8,nonmatch,1
306,0.194160218658982,0.127215810448926,E39:E10,9,nonmatch,1
307,-0.289840164456135,0.426067311763359,E39:T10,1,nonmatch,1
308,-0.262503180169506,0.235131700305678,E39:T10,2,nonmatch,1
309,0.053585695432456,0.172644163859698,E39:T10,3,nonmatch,1
310,0.183699622493334,0.348357766818649,E39:T10,4,nonmatch,1
311,0.180895147929736,0.262605910952033,E39:T10,5,nonmatch,1
312,0.073304256388114,0.101685408736856,E39:T10,6,nonmatch,1
313,0.087716921456843,0.151005678433866,E39:T10,7,nonmatch,1
314,-0.083753268260097,0.100068402305041,E39:T10,8,nonmatch,1
315,-0.25756358416541,0.180475479769548,E39:T10,9,nonmatch,1
316,0.297761236962976,0.064061171615801,E39:E48,1,nonmatch,1
317,0.273297630717846,0.154149169559762,E39:E48,2,nonmatch,1
318,0.256339585450804,0.124166293771909,E39:E48,3,nonmatch,1
319,0.359393681140773,0.213525365205007,E39:E48,4,nonmatch,1
320,0.413495377217609,0.189345714635233,E39:E48,5,nonmatch,1
321,-0.047859368475955,0.166107278871039,E39:E48,6,nonmatch,1
322,0.166255323300976,0.31300551132903,E39:E48,7,nonmatch,1
323,-0.228819131324585,0.140804737169389,E39:E48,8,nonmatch,1
324,-0.125191062396884,0.159800217408756,E39:E48,9,nonmatch,1
325,0.501162615310999,0.124116773907884,E39:E36,1,nonmatch,1
326,0.48624491040656,0.243042590126338,E39:E36,2,nonmatch,1
327,0.571111876323132,0.294812206986735,E39:E36,3,nonmatch,1
328,0.689305812948541,0.530328371831683,E39:E36,4,nonmatch,1
329,0.463800348014761,0.216591305281675,E39:E36,5,nonmatch,1
330,0.256759802002653,0.306618490356106,E39:E36,6,nonmatch,1
331,0.585174057427571,0.299161450680733,E39:E36,7,nonmatch,1
332,0.473480918146148,0.338893300111741,E39:E36,8,nonmatch,1
333,0.347760270799097,0.457372612072133,E39:E36,9,nonmatch,1
334,0.268402265074151,0.26009451975248,E39:E34,1,nonmatch,1
335,0.047635521356765,0.185539677893078,E39:E34,2,nonmatch,1
336,0.174372490947917,0.245131571074996,E39:E34,3,nonmatch,1
337,0.311860457738706,0.221503860230929,E39:E34,4,nonmatch,1
338,0.175183255559785,0.270994010200301,E39:E34,5,nonmatch,1
339,0.272460261703821,0.420441335197515,E39:E34,6,nonmatch,1
340,0.244300872158106,0.252545295138046,E39:E34,7,nonmatch,1
341,-0.188728677621503,0.155301254139982,E39:E34,8,nonmatch,1
342,0.113123841196007,0.162604946310219,E39:E34,9,nonmatch,1
343,0.020734609505298,0.158637049277207,E39:E28,1,nonmatch,1
344,0.024846302909147,0.225949164188166,E39:E28,2,nonmatch,1
345,0.135381607288916,0.336169487107125,E39:E28,3,nonmatch,1
346,0.034943794309201,0.351919246877035,E39:E28,4,nonmatch,1
347,0.067902874806088,0.218476669535118,E39:E28,5,nonmatch,1
348,0.36208831083228,0.42615317825223,E39:E28,6,nonmatch,1
349,0.150543059168802,0.245406665537636,E39:E28,7,nonmatch,1
350,-0.212111384743835,0.077371765252751,E39:E28,8,nonmatch,1
351,0.132450369499011,0.026228033787503,E39:E28,9,nonmatch,1
352,0.109821506651928,0.20494775486454,E39:E27,1,nonmatch,1
353,0.327615440065135,0.146945007146825,E39:E27,2,nonmatch,1
354,0.191277445159798,0.192312075507019,E39:E27,3,nonmatch,1
355,0.510037920024605,0.231179102479961,E39:E27,4,nonmatch,1
356,0.291621793280964,0.325640658047211,E39:E27,5,nonmatch,1
357,0.194044110328628,0.20665413094433,E39:E27,6,nonmatch,1
358,0.370555866229443,0.126131342175819,E39:E27,7,nonmatch,1
359,0.144314904670528,0.041418043644553,E39:E27,8,nonmatch,1
360,0.29458884767817,0.182178681964606,E39:E27,9,nonmatch,1
361,-0.059619207974125,0.235983978084157,E39:E24,1,nonmatch,1
362,0.170034247347538,0.124381625606809,E39:E24,2,nonmatch,1
363,-0.072112471020629,0.032481535985981,E39:E24,3,nonmatch,1
364,0.095735116281786,0.132670053658811,E39:E24,4,nonmatch,1
365,-0.056943649541056,0.004171405005711,E39:E24,5,nonmatch,1
366,0.188731274868448,0.38315776336525,E39:E24,6,nonmatch,1
367,0.268864830024008,0.364983851866036,E39:E24,7,nonmatch,1
368,0.330488098117826,0.419224377283446,E39:E24,8,nonmatch,1
369,0.550297474786045,0.470516850389034,E39:E24,9,nonmatch,1
370,0.292061924410204,0.245432118438527,E36:E10,1,nonmatch,1
371,0.218844014982726,0.264883783966515,E36:E10,2,nonmatch,1
372,0.15789429922685,0.226140332832125,E36:E10,3,nonmatch,1
373,-0.112321961082776,0.177289472612024,E36:E10,4,nonmatch,1
374,-0.023689351510208,0.02903191222611,E36:E10,5,nonmatch,1
375,0.06980285865938,0.023484430950877,E36:E10,6,nonmatch,1
376,-0.03389614285281,-0.025885423490878,E36:E10,7,nonmatch,1
377,0.175214874875504,0.054654181608973,E36:E10,8,nonmatch,1
378,0.204147728452509,0.05137857437364,E36:E10,9,nonmatch,1
379,-0.263090792558523,0.091965626931663,E36:T10,1,nonmatch,1
380,-0.148280126042976,0.225955554402363,E36:T10,2,nonmatch,1
381,-0.099174136270944,0.178305928487599,E36:T10,3,nonmatch,1
382,0.183154843915343,0.173918874786723,E36:T10,4,nonmatch,1
383,0.257070546938065,0.231715502539839,E36:T10,5,nonmatch,1
384,0.262259238150378,0.158323160099858,E36:T10,6,nonmatch,1
385,0.357192757719713,0.058544182192653,E36:T10,7,nonmatch,1
386,0.258834895773082,0.205251609258349,E36:T10,8,nonmatch,1
387,-0.01866013370896,0.09075672905377,E36:T10,9,nonmatch,1
388,0.282604637764518,0.149884668947944,E36:E48,1,nonmatch,1
389,0.487324657579674,0.039352949708781,E36:E48,2,nonmatch,1
390,0.443758371035426,0.225307370288678,E36:E48,3,nonmatch,1
391,0.380310519779195,0.173112072824949,E36:E48,4,nonmatch,1
392,0.296675686483922,0.164141788473972,E36:E48,5,nonmatch,1
393,0.115261853437524,0.005123086369494,E36:E48,6,nonmatch,1
394,0.177375320004812,-0.012815335774901,E36:E48,7,nonmatch,1
395,0.334650976096188,0.074200844802846,E36:E48,8,nonmatch,1
396,0.330005608020711,0.146210314160665,E36:E48,9,nonmatch,1
397,0.617885700891922,0.102473677637325,E36:E39,1,nonmatch,1
398,0.515571966277274,0.25832241521091,E36:E39,2,nonmatch,1
399,0.479632580572022,0.292644729148294,E36:E39,3,nonmatch,1
400,0.592294830176801,0.415060940424688,E36:E39,4,nonmatch,1
401,0.3098216404671,0.189325973180542,E36:E39,5,nonmatch,1
402,0.17711775958365,0.222657939620567,E36:E39,6,nonmatch,1
403,0.630069290058945,0.212260838055475,E36:E39,7,nonmatch,1
404,0.542537715822724,0.324311041278857,E36:E39,8,nonmatch,1
405,0.257575875715463,0.484348420004506,E36:E39,9,nonmatch,1
406,0.425443209682729,0.414371037077426,E36:E34,1,nonmatch,1
407,0.409777538615716,0.204725780031131,E36:E34,2,nonmatch,1
408,0.136348295319368,0.18084589995436,E36:E34,3,nonmatch,1
409,0.243151442647107,0.238862826777191,E36:E34,4,nonmatch,1
410,0.109590692459647,0.135929890896059,E36:E34,5,nonmatch,1
411,0.004770738982971,0.085459546752635,E36:E34,6,nonmatch,1
412,0.166462872070137,0.122339567244118,E36:E34,7,nonmatch,1
413,0.075691711467348,0.135332801961573,E36:E34,8,nonmatch,1
414,0.128991293199002,0.147162343115682,E36:E34,9,nonmatch,1
415,0.090401094313585,0.215988937206471,E36:E28,1,nonmatch,1
416,-0.084590231559642,0.134871224150899,E36:E28,2,nonmatch,1
417,-0.204445607935437,0.116774542090605,E36:E28,3,nonmatch,1
